"Показник","Базисний період","Територіальний розріз","Тип товарів і послуг","Періодичність","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Крупи пшеничні","Місячна","16.17","15.39","14.69","15.24","14.24","15.35","16.02","16.63","17.64","17.8","17.16","19.11","21.14","21.86","22.75","23.04"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Яловичина","Місячна","227.86","231.7","222.56","202.94","210.39","209.47","209.47","220.82","226.29","246.26","253.77","259.34","244.98","262.86","262.42","244.9"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Свинина","Місячна","186.12","179.63","176.05","183.48","183.23","176.95","175.37","184.86","182.68","186.74","186.79","183.13","188.79","186.65","193.49","222.88"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Птиця (тушки курячі)","Місячна","93.9","87.71","92.45","89.53","90.82","91.15","91.15","90.95","92.42","95.32","94.07","94.07","92.71","95.17","96.56","100.74"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Філе куряче","Місячна","155.43","160.51","158.76","161.76","157.63","155.38","143.06","160.27","162.55","160.5","166.9","163.71","169.5","164.84","169.34","178.25"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Ковбаси варені першого ґатунку","Місячна","134.97","134.97","132.77","136.86","136.86","136.86","138.51","141.51","141.51","144.32","138.66","128.34","123.21","136.85","129.43","147.53"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Риба морожена","Місячна","153.79","154.15","155.77","156.43","157.43","163.35","159.01","165.34","165.19","168.81","170.12","163.04","168.9","161.89","166.16","169.23"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Молоко пастеризоване жирністю до 2,6% включно","Місячна","37.42","38.08","37.82","37.05","37.05","37.43","37.79","36.67","36","37.58","42.44","45.87","46.74","45.34","48.21","46.91"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Сири м’які жирні","Місячна","177.23","201.97","189.41","199.5","200.99","201.88","188.9","191.3","207.15","210.75","215.06","236.58","235.21","230.78","238.2","249.15"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Сметана жирністю до 15% включно","Місячна","102.01","104.12","108.32","108.08","110.67","112.24","106.88","113.01","114.58","105.95","121.85","122.12","135.24","131.6","134.25","134.1"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Яйця","Місячна","47.8","47.82","37.92","27.68","24.69","30.39","25.21","29.51","32.44","42.36","63.07","60.84","42.76","47.96","57.23","53"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Масло вершкове","Місячна","79.9","81.42","82.55","84.83","85.18","84.06","84.43","85.09","89.73","91.11","96.37","106.99","114.85","118.18","112.21","113.58"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Олія соняшникова","Місячна","59.71","59.21","56.94","57.07","57.77","59.51","61.24","61.43","63.97","65.77","68.14","71.6","75.97","77.54","82.9","83.99"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Сало","Місячна","170.93","170.93","161.99","159.68","159.68","157.86","155.07","154.77","159.55","158.96","155.14","150.71","159.51","159.51","159.51","172.04"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Чернігівська","Яблука","Місячна","22.54","22.77","23.4","23.19","23.01","26.34","27.54","30.19","27.14","30.26","34.99","35.65","35.57","35.26","40.05","50.41"
